"contract_id","execution_head","attempt_order","attempt_id","stage","disposition","exit_status","elapsed_seconds","peak_process_tree_rss_bytes","elapsed_cap_seconds","rss_cap_bytes","output_file","output_bytes","output_sha256","stdout_bytes","stderr_bytes","stderr_class","workers","retries","outcome_label_state","biological_outcomes_computed"
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",61,"ph_primary__61","ph_primary","completed",0,4.68548059463501,123990016,1800,8589934592,"ph/0061__275468436b32d64e508c.rds",112852,"ef948389c84f3e68d74c9e3775fe99d72844ffc3f1765e57d027e211612dcb34",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",62,"ph_primary__62","ph_primary","completed",0,3.90802955627441,124170240,1800,8589934592,"ph/0062__afdd91cc458848d561c1.rds",105256,"f8c59689e8f8f1eb3a56bf226fefda26fdf1717b44d722691c5ff38580b60435",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",63,"ph_primary__63","ph_primary","completed",0,5.21097207069397,196198400,1800,8589934592,"ph/0063__61e50d6d10ca5baa9c60.rds",108028,"5dba86031df674f0c4ad598f9c0f5516aa7408751df9e7da6fc7d76652edc43e",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",64,"ph_primary__64","ph_primary","completed",0,3.66935205459595,123981824,1800,8589934592,"ph/0064__89741df5453265736393.rds",107344,"098959d3cc8898a75eb07f58da078b60c53ef2d84c81aea18336423cbde984ef",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",65,"ph_primary__65","ph_primary","completed",0,3.66776537895203,123949056,1800,8589934592,"ph/0065__0764f0652a38be9fc4ca.rds",40240,"d69c2cb7709a96a3330031ba9e1424e7615b98ed37647f6d54c3ca7e7db51ecb",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",66,"ph_primary__66","ph_primary","completed",0,3.39022541046143,123158528,1800,8589934592,"ph/0066__79bfeb3b6dd56801c1ca.rds",38804,"2c0a74f71289dd6c3e7e70fbcbb3bf868399fc8d1c0c047e749db63e7fe0073d",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",67,"ph_primary__67","ph_primary","completed",0,3.66930532455444,123904000,1800,8589934592,"ph/0067__7fdfd235400e14f716b0.rds",41392,"c786aace52d4f0dbab33e4b0ff1b600db0693724d4f0cf67adf7b7d4ba703a84",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",68,"ph_primary__68","ph_primary","completed",0,4.2481689453125,123994112,1800,8589934592,"ph/0068__c31cb570b0573d2f9c13.rds",40132,"3c1d26703928b02a57e60a447180bb1ddfb2fe20bcd5962074490b0aebfd8469",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",69,"ph_primary__69","ph_primary","completed",0,3.39147734642029,123158528,1800,8589934592,"ph/0069__1a2ae4f80318d7797059.rds",40996,"509626e60d0ce5f0c609407d932dffee35c6ed971888c0bbf1cfd4ea0659d327",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",70,"ph_primary__70","ph_primary","completed",0,3.42275452613831,124018688,1800,8589934592,"ph/0070__03c8488f2d2689cd0e7b.rds",37754,"f6cac5738d9886202eb99c917eb6cd2c3ae25ff6fdfbd7a98021574c966d9597",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",71,"ph_primary__71","ph_primary","completed",0,3.40618848800659,123961344,1800,8589934592,"ph/0071__99cccb8acafc5b258085.rds",39304,"72fd3aeb939cfd314cf80bcdbb309419b71e5214c9c2cea109bd8ed5ec69278a",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",72,"ph_primary__72","ph_primary","completed",0,3.39147615432739,124116992,1800,8589934592,"ph/0072__077d01af251ed8586d6b.rds",38909,"22899cb52ba5ca847a031ffd9aac34ff500e9498f7762480c82a56d59a295612",172,0,"empty",1,0,"closed",FALSE
