"view","contribution","cumulative_fraction"
"gene",0.0041792985899492,0.946498819826908
"gene",0.00428583276573861,0.949777078415945
"gene",0.00441666499929583,0.953186467348545
"gene",0.00459546502520154,0.956464725937582
"gene",0.0047411177490911,0.959874114870181
"gene",0.00494953518551508,0.963152373459218
"gene",0.00516591350159104,0.966561762391817
"gene",0.005417255012636,0.969840020980855
"gene",0.0056145097004366,0.973249409913454
"gene",0.00593905875224487,0.976527668502492
"gene",0.00634989291634097,0.979937057435091
"gene",0.00668430035663265,0.983215316024128
"gene",0.00722384880256394,0.986624704956727
"gene",0.00777224201772664,0.989902963545764
"gene",0.00885039521518424,0.993312352478363
"gene",0.0106233869856091,0.996590611067401
"gene",0.0195965371029756,1
