"dimension","birth","death","homology"
1,6.51832574402891,6.68504514642236,"H1"
1,6.51706957353531,6.74591969186443,"H1"
1,6.51699343814738,6.52121967805681,"H1"
1,6.51034592015567,6.66000056767521,"H1"
1,6.50886624669312,6.68105138998386,"H1"
1,6.50531844790597,6.81623765308248,"H1"
1,6.47976615263414,6.55466754810602,"H1"
1,6.47508239305105,6.75591534983459,"H1"
1,6.46804638766845,6.50882504932421,"H1"
1,6.46570346716821,6.69422939315466,"H1"
1,6.46552851913202,7.16919662707286,"H1"
1,6.46171453928057,6.89584053562602,"H1"
1,6.45833978461288,6.57244786067903,"H1"
1,6.43752931603453,7.50381617529055,"H1"
1,6.43602720536115,6.95491174133695,"H1"
1,6.39668833118316,6.46458760988946,"H1"
1,6.36464694979935,6.75591534983459,"H1"
1,6.36210248717913,6.57915918217855,"H1"
1,6.36053356356216,6.68902942375613,"H1"
1,6.35660261175518,6.42718705548237,"H1"
1,6.35215484070834,6.68958984115585,"H1"
1,6.35172520767658,6.69959068128541,"H1"
1,6.34705613564834,6.53022242605509,"H1"
1,6.3294493896371,6.60172621070662,"H1"
1,6.32898522227633,6.81239350755606,"H1"
1,6.32525174770425,6.61490148521263,"H1"
1,6.32384764620524,6.37709327167368,"H1"
1,6.32342497019725,6.98936352876874,"H1"
1,6.31145177764172,6.46407010861436,"H1"
1,6.29784881722963,6.78328455214012,"H1"
1,6.28934281254201,6.34777681438306,"H1"
1,6.28729711503173,6.46801547247227,"H1"
1,6.28226010316866,6.45848325603566,"H1"
1,6.27543150797026,6.48290459355422,"H1"
1,6.2685518977856,6.44826040393378,"H1"
1,6.26790662732655,7.69164088645563,"H1"
1,6.26364259698528,6.29477104798074,"H1"
1,6.26140805439432,6.67508503385864,"H1"
1,6.25120042817354,6.36060645548742,"H1"
1,6.24150573441615,6.50420527863867,"H1"
1,6.23897088572791,6.33463999755508,"H1"
1,6.22380165951358,6.24571392578803,"H1"
1,6.2209890465516,6.70267211114804,"H1"
1,6.21677017437562,6.24431057612539,"H1"
1,6.20669645793621,6.44761949730925,"H1"
