"view_order","dataset_scope","unit_id","seed","panel_id","representation_id","view_id","selected_cells","pca_components","point_metric","outcome_label_state","biological_outcomes_computed"
477,"internal124","SRA779509_SRS3805252",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
478,"internal124","SRA779509_SRS3805253",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
479,"internal124","SRA779509_SRS3805254",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
480,"internal124","SRA779509_SRS3805255",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
481,"internal124","SRA779509_SRS3805256",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
482,"internal124","SRA779509_SRS3805257",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
483,"internal124","SRA779509_SRS3805258",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
484,"internal124","SRA779509_SRS3805259",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
485,"internal124","SRA779509_SRS3805260",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
486,"internal124","SRA779509_SRS3805261",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
487,"internal124","SRA779509_SRS3805262",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
488,"internal124","SRA779509_SRS3805263",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
489,"internal124","SRA779509_SRS3805264",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
490,"internal124","SRA779509_SRS3805265",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
491,"internal124","SRA779509_SRS3805266",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
492,"internal124","SRA779509_SRS3805267",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
493,"internal124","SRA779509_SRS3805268",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
494,"internal124","SRA779509_SRS3805269",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
495,"internal124","SRA784242_SRS3822680",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
496,"internal124","SRA784242_SRS3822682",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
497,"internal124","SRA784242_SRS3822683",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
498,"internal124","SRA784242_SRS3822686",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
499,"internal124","SRA826293_SRS4181123",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
500,"internal124","SRA826293_SRS4181124",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
501,"internal124","SRA826293_SRS4181125",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
502,"internal124","SRA826293_SRS4181126",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
503,"internal124","SRA826293_SRS4181127",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
504,"internal124","SRA826293_SRS4181128",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
505,"internal124","SRA826293_SRS4181129",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
506,"internal124","SRA826293_SRS4181130",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
507,"internal124","SRA850958_SRS4386101",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
508,"internal124","SRA850958_SRS4386109",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
509,"internal124","SRA850958_SRS4386110",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
510,"internal124","SRA850958_SRS4386111",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
511,"internal124","SRA850958_SRS4386112",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
512,"internal124","SRA850958_SRS4386113",20260808,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
513,"internal124","SRA550660_SRS2089635",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
514,"internal124","SRA550660_SRS2089636",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
515,"internal124","SRA550660_SRS2089637",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
516,"internal124","SRA550660_SRS2089638",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
517,"internal124","SRA550660_SRS2089639",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
518,"internal124","SRA621638_SRS2610283",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
519,"internal124","SRA621638_SRS2610285",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
520,"internal124","SRA628554_SRS2664364",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
521,"internal124","SRA628554_SRS2664365",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
522,"internal124","SRA645804_SRS2823404",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
523,"internal124","SRA645804_SRS2823405",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
524,"internal124","SRA645804_SRS2823406",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
525,"internal124","SRA645804_SRS2823407",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
526,"internal124","SRA645804_SRS2823408",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
527,"internal124","SRA645804_SRS2823409",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
528,"internal124","SRA645804_SRS2823410",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
529,"internal124","SRA645804_SRS2823411",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
530,"internal124","SRA645804_SRS2823412",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
531,"internal124","SRA645804_SRS3572594",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
532,"internal124","SRA667709_SRS3065426",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
533,"internal124","SRA667709_SRS3065427",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
534,"internal124","SRA667709_SRS3065428",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
535,"internal124","SRA667709_SRS3065429",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
536,"internal124","SRA667709_SRS3065430",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
537,"internal124","SRA667709_SRS3065431",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
538,"internal124","SRA701877_SRS3279684",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
539,"internal124","SRA701877_SRS3279685",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
540,"internal124","SRA701877_SRS3279686",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
541,"internal124","SRA701877_SRS3279687",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
542,"internal124","SRA701877_SRS3279688",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
543,"internal124","SRA701877_SRS3279689",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
544,"internal124","SRA701877_SRS3279690",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
545,"internal124","SRA701877_SRS3279691",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
546,"internal124","SRA701877_SRS3279692",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
547,"internal124","SRA701877_SRS3279693",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
548,"internal124","SRA701877_SRS3279694",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
549,"internal124","SRA701877_SRS3279695",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
550,"internal124","SRA703206_SRS3296611",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
551,"internal124","SRA703206_SRS3296612",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
552,"internal124","SRA703206_SRS3296613",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
553,"internal124","SRA703206_SRS3296614",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
554,"internal124","SRA713577_SRS3363004",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
555,"internal124","SRA716608_SRS3391629",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
556,"internal124","SRA716608_SRS3391630",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
557,"internal124","SRA716608_SRS3391631",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
558,"internal124","SRA716608_SRS3391632",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
559,"internal124","SRA716608_SRS3391633",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
560,"internal124","SRA728025_SRS3454421",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
561,"internal124","SRA728025_SRS3454422",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
562,"internal124","SRA728025_SRS3454423",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
563,"internal124","SRA728025_SRS3454424",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
564,"internal124","SRA728025_SRS3454425",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
565,"internal124","SRA728025_SRS3454426",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
566,"internal124","SRA728025_SRS3454427",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
567,"internal124","SRA728025_SRS3454428",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
568,"internal124","SRA728025_SRS3454430",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
569,"internal124","SRA740174_SRS3548780",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
570,"internal124","SRA740174_SRS3548781",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
571,"internal124","SRA740174_SRS3548782",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
572,"internal124","SRA740174_SRS3548783",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
573,"internal124","SRA742961_SRS3565195",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
574,"internal124","SRA742961_SRS3565196",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
575,"internal124","SRA742961_SRS3565197",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
576,"internal124","SRA742961_SRS3565198",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
577,"internal124","SRA742961_SRS3565199",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
578,"internal124","SRA742961_SRS3565201",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
579,"internal124","SRA742961_SRS3565202",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
580,"internal124","SRA742961_SRS3565203",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
581,"internal124","SRA742961_SRS3565204",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
582,"internal124","SRA742961_SRS3565205",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
583,"internal124","SRA742961_SRS3565206",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
584,"internal124","SRA742961_SRS3565207",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
585,"internal124","SRA742961_SRS3565208",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
586,"internal124","SRA742961_SRS3565209",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
587,"internal124","SRA742961_SRS3565210",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
588,"internal124","SRA742961_SRS3565211",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
589,"internal124","SRA749327_SRS3693910",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
590,"internal124","SRA749327_SRS3693911",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
591,"internal124","SRA749327_SRS3693912",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
592,"internal124","SRA749327_SRS3693913",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
593,"internal124","SRA760933_SRS3693061",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
594,"internal124","SRA779509_SRS3805245",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
595,"internal124","SRA779509_SRS3805246",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
596,"internal124","SRA779509_SRS3805247",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
597,"internal124","SRA779509_SRS3805248",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
598,"internal124","SRA779509_SRS3805249",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
599,"internal124","SRA779509_SRS3805250",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
600,"internal124","SRA779509_SRS3805251",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
601,"internal124","SRA779509_SRS3805252",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
602,"internal124","SRA779509_SRS3805253",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
603,"internal124","SRA779509_SRS3805254",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
604,"internal124","SRA779509_SRS3805255",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
605,"internal124","SRA779509_SRS3805256",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
606,"internal124","SRA779509_SRS3805257",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
607,"internal124","SRA779509_SRS3805258",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
608,"internal124","SRA779509_SRS3805259",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
609,"internal124","SRA779509_SRS3805260",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
610,"internal124","SRA779509_SRS3805261",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
611,"internal124","SRA779509_SRS3805262",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
612,"internal124","SRA779509_SRS3805263",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
613,"internal124","SRA779509_SRS3805264",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
614,"internal124","SRA779509_SRS3805265",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
615,"internal124","SRA779509_SRS3805266",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
616,"internal124","SRA779509_SRS3805267",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
617,"internal124","SRA779509_SRS3805268",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
618,"internal124","SRA779509_SRS3805269",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
619,"internal124","SRA784242_SRS3822680",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
620,"internal124","SRA784242_SRS3822682",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
621,"internal124","SRA784242_SRS3822683",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
622,"internal124","SRA784242_SRS3822686",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
623,"internal124","SRA826293_SRS4181123",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
624,"internal124","SRA826293_SRS4181124",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
625,"internal124","SRA826293_SRS4181125",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
626,"internal124","SRA826293_SRS4181126",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
627,"internal124","SRA826293_SRS4181127",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
628,"internal124","SRA826293_SRS4181128",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
629,"internal124","SRA826293_SRS4181129",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
630,"internal124","SRA826293_SRS4181130",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
631,"internal124","SRA850958_SRS4386101",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
632,"internal124","SRA850958_SRS4386109",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
633,"internal124","SRA850958_SRS4386110",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
634,"internal124","SRA850958_SRS4386111",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
635,"internal124","SRA850958_SRS4386112",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
636,"internal124","SRA850958_SRS4386113",20260809,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE
